獎號,獎號,獎號,獎號,獎號,獎號,特別,期數
1,3,15,27,39,41,20,1792
7,25,28,33,44,47,19,1793
5,17,18,28,30,39,13,1794
3,9,20,25,26,35,39,1795
2,9,19,28,30,32,35,1796
6,10,13,19,40,45,7,1797
6,11,15,30,32,44,29,1798
5,9,25,39,44,46,2,1799
5,17,19,21,28,29,43,1800
7,9,12,15,25,29,47,1801
6,14,18,20,38,41,29,1802
16,27,29,35,37,48,31,1803
5,29,36,38,44,45,23,1804
1,19,26,30,35,48,11,1805
4,22,29,37,44,49,30,1806
2,13,27,30,41,44,40,1807
2,4,10,15,31,45,17,1808
8,17,36,37,42,43,34,1809
2,6,17,21,43,48,41,1810
2,11,24,26,30,41,1,1811
20,22,25,30,31,45,2,1812
1,5,6,19,29,30,39,1813
10,14,33,34,35,39,40,1814
5,37,41,42,46,49,18,1815
8,13,17,20,43,48,38,1816
4,18,24,26,43,47,33,1817
1,10,20,28,37,44,33,1818
3,4,8,11,42,44,21,1819
15,19,31,33,41,47,37,1820
7,30,34,36,45,46,43,1821
8,20,23,37,43,46,44,1822
14,22,30,31,39,40,49,1823
14,34,35,38,43,47,40,1824
5,9,19,31,33,35,32,1825
1,3,6,12,27,43,2,1826
3,18,24,34,41,42,37,1827
7,17,18,26,41,47,39,1828
5,6,10,12,44,48,36,1829
13,30,37,40,43,46,5,1830
1,12,16,17,38,45,32,1831
4,8,10,18,33,40,2,1832
1,9,11,12,37,46,43,1833
2,13,24,26,45,49,10,1834
1,3,9,41,42,48,27,1835
2,28,31,36,40,45,24,1836
1,6,10,11,26,47,22,1837
9,18,25,27,32,39,40,1838
1,6,18,19,20,42,43,1839
4,13,22,23,39,42,26,1840
5,7,11,24,27,30,12,1841
6,8,14,29,38,48,35,1842
8,9,13,29,36,46,23,1843
8,21,26,30,33,46,45,1844
8,19,22,24,30,43,13,1845
7,19,28,35,38,48,8,1846
2,15,28,43,45,49,35,1847
15,21,24,30,37,38,34,1848
17,22,23,25,31,33,3,1849
17,21,25,30,40,42,26,1850
1,22,26,28,34,38,35,1851
6,9,18,25,29,35,46,1852
11,25,31,32,35,42,41,1853
7,10,16,21,33,46,2,1854
5,7,9,15,24,26,12,1855
18,20,23,32,37,46,39,1856
5,8,20,23,34,39,31,1857
4,14,22,42,46,47,21,1858
5,15,17,19,27,37,42,1859
12,22,26,35,36,49,32,1860
5,7,9,27,35,42,19,1861
2,13,14,30,43,48,17,1862
11,15,16,18,35,43,46,1863
2,4,25,26,27,29,41,1864
15,31,38,44,46,48,21,1865
4,12,18,23,43,46,7,1866
1,2,9,26,35,41,46,1867
7,8,24,28,32,41,10,1868
4,6,26,36,38,47,43,1869
7,9,16,23,27,44,46,1870
9,11,23,34,41,45,49,1871
2,18,22,25,41,43,14,1872
14,17,27,43,45,48,41,1873
1,4,9,37,38,41,40,1874
1,23,25,30,38,45,14,1875
4,9,11,25,27,29,22,1876
13,19,25,32,42,44,2,1877
3,13,24,26,27,29,9,1878
9,14,17,23,33,48,4,1879
13,16,17,19,39,44,42,1880
1,8,32,41,44,49,23,1881
7,15,23,24,31,38,9,1882
3,28,30,42,43,46,15,1883
2,15,19,29,43,46,23,1884
17,27,30,38,42,44,24,1885
3,4,15,29,32,39,38,1886
1,3,16,17,24,25,46,1887
5,6,19,24,33,41,3,1888
2,11,29,33,41,44,40,1889
3,6,11,13,18,37,46,1890
1,5,17,36,40,41,38,1891
8,11,16,32,35,43,41,1892
7,14,23,43,47,49,48,1893
1,18,21,24,32,41,12,1894
4,20,26,27,45,48,37,1895
1,5,15,16,28,41,44,1896
9,13,18,22,40,41,49,1897
7,12,18,35,37,45,44,1898
2,13,16,28,31,34,21,1899
4,10,21,30,39,42,22,1900
23,24,27,36,47,49,40,1901
2,9,16,22,41,49,7,1902
1,3,11,23,46,47,45,1903
18,19,20,34,37,44,10,1904
1,6,14,26,28,31,30,1905
2,12,21,25,26,37,10,1906
20,21,26,35,39,47,16,1907
8,13,25,27,38,46,12,1908
14,18,21,26,47,49,30,1909
2,9,17,28,36,42,46,1910
1,12,17,21,37,43,47,1911
16,18,26,30,40,44,13,1912
9,14,20,26,39,42,5,1913
2,3,25,27,37,47,26,1914
6,23,34,41,43,44,38,1915
13,15,16,17,23,36,29,1916
6,7,13,32,33,37,42,1917
10,15,16,21,22,30,14,1918
9,10,26,31,40,49,8,1919
8,13,14,35,36,41,5,1920
19,21,30,43,44,48,8,1921
3,15,21,24,27,40,13,1922
7,14,21,27,30,36,43,1923
2,11,30,35,37,40,13,1924
4,5,27,31,44,48,33,1925
2,7,11,19,27,44,22,1926
1,2,8,11,21,45,16,1927
5,9,14,28,34,37,35,1928
3,4,7,19,22,43,36,1929
6,9,15,31,38,39,25,1930
10,11,13,17,36,49,41,1931
5,13,14,24,26,35,39,1932
19,22,33,35,38,48,11,1933
15,26,27,34,37,42,47,1934
2,9,10,15,27,35,44,1935
7,12,36,41,42,44,29,1936
1,2,20,23,26,34,19,1937
3,8,15,20,22,23,36,1938
4,14,32,33,43,44,49,1939
8,25,34,44,45,47,24,1940
6,11,18,23,33,41,39,1941
5,9,18,22,34,36,11,1942
1,18,21,29,36,38,16,1943
2,4,13,36,41,49,16,1944
12,24,29,34,38,42,33,1945
3,18,23,32,40,45,38,1946
5,23,29,33,38,49,24,1947
2,7,11,18,35,45,25,1948
1,22,25,27,41,44,3,1949
23,24,30,42,44,46,48,1950
18,23,26,27,40,42,3,1951
16,20,36,39,47,48,35,1952
3,21,22,34,37,40,5,1953
17,18,21,26,38,49,20,1954
7,17,19,24,31,45,38,1955
1,3,18,29,30,31,26,1956
13,14,16,19,30,44,20,1957
3,4,8,15,21,24,29,1958
1,31,33,37,46,47,36,1959
2,15,21,26,42,44,45,1960
7,21,26,36,43,49,16,1961
14,17,22,45,47,49,26,1962
16,21,24,27,29,43,41,1963
3,10,11,20,34,38,4,1964
8,15,24,27,31,33,13,1965
10,15,19,29,31,44,23,1966
14,17,18,22,40,42,37,1967
2,9,11,14,15,30,22,1968
4,5,18,20,30,41,23,1969
3,28,32,36,47,49,16,1970
12,31,32,42,43,49,36,1971
12,14,18,25,44,48,45,1972
14,16,18,19,21,23,3,1973
1,5,19,28,45,49,29,1974
2,11,20,24,32,48,27,1975
10,24,27,36,37,48,29,1976
9,22,28,29,34,37,36,1977
5,8,12,22,42,49,46,1978
4,19,24,35,45,46,2,1979
4,11,18,37,39,46,27,1980
10,11,17,25,27,28,31,1981
4,11,39,42,43,48,44,1982
4,17,18,19,31,44,46,1983
5,10,13,28,29,38,34,1984
3,9,20,28,29,47,35,1985
7,11,28,30,46,47,48,1986
3,14,20,34,41,44,43,1987
3,18,26,29,40,43,13,1988
21,24,25,41,42,45,34,1989
14,20,29,32,34,43,2,1990
3,8,26,38,45,47,35,1991
5,9,15,35,40,44,10,1992
7,14,17,20,29,45,30,1993
14,15,27,41,43,49,39,1994
9,16,23,29,40,41,43,1995
11,12,24,30,33,38,31,1996
10,12,17,27,29,39,47,1997
12,18,19,21,33,37,15,1998
2,26,28,29,37,48,5,1999
5,18,21,30,43,46,26,2000
9,11,21,23,30,33,34,2001
4,7,15,21,37,43,5,2002
1,7,11,16,18,31,24,2003
3,4,10,21,28,41,15,2004
6,23,24,25,47,49,5,2005
4,16,17,30,38,42,5,2006
5,8,16,27,35,45,37,2007
20,23,25,36,43,45,38,2008
26,32,35,36,38,49,39,2009
7,15,17,28,36,39,1,2010
7,10,15,21,34,48,38,2011
2,6,7,27,31,44,28,2012
11,13,24,29,35,43,1,2013
2,12,30,31,44,48,46,2014
10,17,28,34,40,43,29,2015
5,12,18,28,34,39,24,2016
13,14,23,34,43,49,44,2017
5,10,15,16,26,30,12,2018
1,3,23,25,42,46,2,2019
1,11,13,25,32,36,30,2020
1,14,27,38,39,47,49,2021
11,20,36,37,42,49,3,2022
18,32,36,43,48,49,23,2023
17,18,19,23,25,32,26,2024
17,24,28,32,34,40,3,2025
11,21,23,30,36,47,6,2026
15,18,37,39,44,47,43,2027
2,10,19,20,36,48,37,2028
19,20,26,29,34,39,4,2029
10,17,27,37,44,45,22,2030
5,13,18,24,27,48,32,2031
14,15,20,26,35,41,36,2032
6,21,34,37,46,49,18,2033
8,22,28,40,41,45,34,2034
10,15,27,32,39,42,28,2035
10,16,22,40,45,48,31,2036
6,9,12,14,33,47,34,2037
6,11,12,40,47,49,28,2038
3,4,12,16,29,32,39,2039
9,13,32,34,35,39,1,2040
3,11,16,21,22,39,4,2041
5,8,14,17,20,46,7,2042
2,4,8,19,24,39,28,2043
19,22,29,36,43,46,30,2044
15,21,22,30,41,42,24,2045
5,21,23,24,40,44,17,2046
5,17,23,24,36,42,16,2047
16,25,27,31,34,42,6,2048
1,5,16,21,23,25,30,2049
6,8,10,22,27,29,23,2050
7,10,18,23,34,35,9,2051
2,4,18,20,30,32,10,2052
2,3,8,23,24,27,14,2053
10,12,13,21,40,42,49,2054
4,13,28,33,38,39,42,2055
1,19,23,30,35,48,45,2056
2,8,9,15,27,31,42,2057
7,18,23,39,41,43,25,2058
1,26,33,36,40,42,37,2059
5,8,19,23,33,46,48,2060
8,13,19,21,31,45,37,2061
3,14,25,29,44,45,46,2062
2,14,20,21,22,49,38,2063
5,19,25,33,38,42,41,2064
3,8,11,18,28,47,5,2065
7,11,24,28,33,46,3,2066
11,22,23,30,31,49,14,2067
7,9,14,16,26,33,27,2068
1,5,6,11,26,46,41,2069
15,38,39,40,45,48,2,2070
2,11,25,26,27,35,10,2071
13,16,18,22,34,42,14,2072
13,17,23,25,32,41,16,2073
15,19,29,32,39,40,35,2074
3,4,11,12,20,37,5,2075
6,7,10,24,29,40,16,2076
3,11,20,30,41,45,28,2077
2,14,26,34,40,46,13,2078
3,10,26,35,37,44,15,2079
10,22,26,29,45,47,41,2080
10,19,21,33,35,47,9,2081
